"collegeid";"collegename"
"2608";"Australia_7532"
"2609";"Germany_1952"
"2610";"USA_5292"
"2611";"UK_1990"
"2612";"Brazil_8183"
"2613";"France_2578"
"2614";"Australia_2338"
"2615";"China_3217"
"2616";"India_4092"
"2617";"Japan_3803"
"2618";"France_8437"
"2619";"Germany_9069"
"2620";"India_6389"
"2621";"Brazil_3770"
"2622";"India_5140"
"2623";"India_9728"
"2624";"Japan_3579"
"2625";"France_7446"
"2626";"India_1278"
"2627";"India_2264"
"2628";"France_4512"
"2629";"Canada_2361"
"2630";"UK_4261"
"2631";"UK_5711"
"2632";"Brazil_7170"
"2633";"Brazil_3827"
"2634";"UK_8198"
"2635";"USA_4320"
"2636";"Australia_8298"
"2637";"UK_1783"
"2638";"China_4203"
"2639";"Japan_9810"
"2640";"India_4572"
"2641";"China_7582"
"2642";"Australia_3914"
"2643";"China_6124"
"2644";"China_9132"
"2645";"Australia_1392"
"2646";"USA_7264"
"2647";"UK_8502"
"2648";"Canada_6164"
"2649";"Canada_4594"
"2650";"Australia_4813"
"2651";"USA_5114"
"2652";"Brazil_8858"
"2653";"Brazil_5271"
"2654";"UK_2431"
"2655";"India_7751"
"2656";"Japan_8396"
"2657";"Canada_8769"
"2658";"France_1051"
"2659";"Germany_4052"
"2660";"Canada_4529"
"2661";"USA_4581"
"2662";"Japan_1290"
"2663";"Canada_1291"
"2664";"Germany_3928"
"2665";"USA_9014"
"2666";"UK_9924"
"2667";"USA_8440"
"2668";"Japan_8053"
"2669";"UK_5046"
"2670";"Australia_5397"
"2671";"Australia_3144"
"2672";"USA_2162"
"2673";"USA_3783"
"2674";"USA_7426"
"2675";"USA_8057"
"2676";"Australia_5250"
"2677";"Canada_9248"
"2678";"China_2458"
"2679";"Germany_8484"
"2680";"China_4083"
"2681";"Germany_1221"
"2682";"Brazil_4458"
"2683";"Canada_1716"
"2684";"Japan_1481"
"2685";"Canada_3710"
"2686";"Japan_3157"
"2687";"Australia_8605"
"2688";"Canada_9087"
"2689";"Japan_5205"
"2690";"Germany_8119"
"2691";"Japan_8430"
"2692";"Canada_6093"
"2693";"Canada_3897"
"2694";"UK_1218"
"2695";"USA_6075"
"2696";"Germany_5468"
"2697";"USA_4220"
"2698";"Canada_3977"
"2699";"Brazil_1579"
"2700";"Brazil_3220"
"2701";"France_1963"
"2702";"Brazil_8325"
"2703";"France_5522"
"2704";"China_2986"
"2705";"Brazil_7041"
"2706";"China_7903"
"2707";"France_5805"
"2708";"UK_3174"
"2709";"Australia_8059"
"2710";"India_7560"
"2711";"France_8123"
"2712";"USA_5298"
"2713";"Brazil_9552"
"2714";"USA_7819"
"2715";"Germany_8593"
"2716";"UK_2893"
"2717";"Canada_4647"
"2718";"Germany_8266"
"2719";"Brazil_7225"
"2720";"UK_8889"
"2721";"Germany_4873"
"2722";"UK_3598"
"2723";"Japan_6502"
"2724";"UK_1171"
"2725";"USA_8722"
"2726";"China_2187"
"2727";"Germany_8060"
"2728";"Japan_7455"
"2729";"China_6108"
"2730";"Japan_3973"
"2731";"Brazil_2511"
"2732";"Australia_2958"
"2733";"India_6612"
"2734";"UK_9018"
"2735";"France_3827"
"2736";"China_9553"
"2737";"Germany_3063"
"2738";"Brazil_8234"
"2739";"Australia_2875"
"2740";"India_7533"
"2741";"Germany_9248"
"2742";"Australia_8913"
"2743";"Germany_5127"
"2744";"India_8198"
"2745";"Brazil_1615"
"2746";"Japan_1918"
"2747";"France_3913"
"2748";"India_3083"
"2749";"India_5371"
"2750";"Australia_2309"
"2751";"China_4527"
"2752";"Japan_2243"
"2753";"China_1874"
"2754";"Australia_6432"
"2755";"Brazil_6350"
"2756";"Australia_8759"
"2757";"Australia_1278"
"2758";"USA_8461"
"2759";"France_5262"
"2760";"France_5839"
"2761";"UK_9589"
"2762";"India_3643"
"2763";"Australia_9926"
"2764";"Brazil_2808"
"2765";"Germany_9032"
"2766";"UK_2336"
"2767";"Brazil_8100"
"2768";"Germany_6874"
"2769";"India_3720"
"2770";"Australia_8810"
"2771";"Canada_7919"
"2772";"India_8184"
"2773";"UK_3220"
"2774";"Germany_5522"
"2775";"USA_3951"
"2776";"USA_7380"
"2777";"USA_5661"
"2778";"Canada_5140"
"2779";"Japan_1718"
"2780";"Australia_4380"
"2781";"UK_4757"
"2782";"Australia_5965"
"2783";"Japan_7531"
"2784";"France_8401"
"2785";"Australia_1855"
"2786";"France_4642"
"2787";"Germany_8507"
"2788";"UK_2867"
"2789";"Canada_4911"
"2790";"France_4515"
"2791";"Australia_5589"
"2792";"France_2566"
"2793";"Canada_7454"
"2794";"Brazil_1535"
"2795";"China_7082"
"2796";"India_3756"
"2797";"Australia_7620"
"2798";"Japan_2992"
"2799";"India_6275"
"2800";"China_2290"
"2801";"Australia_5036"
"2802";"USA_3091"
"2803";"Brazil_4407"
"2804";"Germany_1922"
"2805";"USA_5857"
"2806";"USA_3989"
"2807";"India_5088"
"2808";"India_6779"
"2809";"Canada_2005"
"2810";"UK_4100"
"2811";"UK_5862"
"2812";"UK_2480"
"2813";"UK_3362"
"2814";"Germany_5566"
"2815";"USA_3504"
"2816";"UK_7478"
"2817";"Brazil_2549"
"2818";"Canada_8143"
"2819";"USA_5779"
"2820";"USA_9526"
"2821";"Germany_2986"
"2822";"Brazil_6997"
"2823";"China_7084"
"2824";"USA_8620"
"2825";"China_1023"
"2826";"Brazil_4860"
"2827";"Germany_2143"
"2828";"USA_5986"
"2829";"Canada_4454"
"2830";"Canada_3756"
"2831";"Japan_4273"
"2832";"Brazil_2389"
"2833";"Canada_6942"
"2834";"Japan_2396"
"2835";"Brazil_1051"
"2836";"Australia_7401"
"2837";"France_5174"
"2838";"China_4694"
"2839";"China_6626"
"2840";"Brazil_2659"
"2841";"Germany_8890"
"2842";"UK_9979"
"2843";"Canada_1595"
"2844";"Japan_3496"
"2845";"Australia_7071"
"2846";"Germany_3889"
"2847";"USA_1255"
"2848";"France_6857"
"2849";"Japan_1995"
"2850";"China_3190"
"2851";"India_6669"
"2852";"UK_8010"
"2853";"India_2174"
"2854";"Australia_5225"
"2855";"Canada_7710"
"2856";"India_9474"
"2857";"Japan_2617"
"2858";"India_9461"
"2859";"Germany_3204"
"2860";"UK_2743"
"2861";"India_5284"
"2862";"Australia_3720"
"2863";"Germany_5131"
"2864";"Brazil_1019"
"2865";"Australia_9181"
"2866";"Australia_3279"
"2867";"India_6667"
"2868";"UK_7170"
"2869";"Japan_4233"
"2870";"China_6905"
"2871";"India_3101"
"2872";"India_5770"
"2873";"France_9736"
"2874";"Australia_7057"
"2875";"Germany_1464"
"2876";"India_9303"
"2877";"France_1587"
"2878";"Japan_9432"
"2879";"Brazil_2932"
"2880";"Japan_6821"
"2881";"Canada_4211"
"2882";"India_9624"
"2883";"China_9965"
"2884";"Japan_3719"
"2885";"France_7982"
"2886";"Canada_1187"
"2887";"Canada_4725"
"2888";"USA_7101"
"2889";"Brazil_2387"
"2890";"Canada_8455"
"2891";"Australia_4158"
"2892";"Japan_2919"
"2893";"USA_9033"
"2894";"USA_1369"
"2895";"China_7714"
"2896";"Germany_8258"
"2897";"Brazil_6469"
"2898";"Japan_3589"
"2899";"France_9976"
"2900";"Canada_4243"
"2901";"UK_8840"
"2902";"Australia_3784"
"2903";"Australia_1346"
"2904";"India_9519"
"2905";"Japan_6759"
"2906";"USA_6757"
"2907";"Brazil_4547"
"2908";"Australia_7596"
"2909";"France_4407"
"2910";"Australia_6372"
"2911";"UK_9417"
"2912";"Brazil_4570"
"2913";"Germany_2089"
"2914";"Canada_7554"
"2915";"UK_7735"
"2916";"China_6985"
"2917";"UK_9106"
"2918";"France_2143"
"2919";"UK_3780"
"2920";"China_7537"
"2921";"Germany_1179"
"2922";"China_8570"
"2923";"Brazil_8234"
"2924";"Germany_7322"
"2925";"Canada_2012"
"2926";"Brazil_8329"
"2927";"France_5157"
"2928";"France_5024"
"2929";"France_4049"
"2930";"India_4723"
"2931";"Brazil_8300"
"2932";"Japan_7206"
"2933";"France_8207"
"2934";"Canada_1096"
"2935";"Canada_9962"
"2936";"Australia_8424"
"2937";"India_7406"
"2938";"Germany_1897"
"2939";"USA_5397"
"2940";"UK_4483"
"2941";"India_9597"
"2942";"China_6995"
"2943";"Canada_1537"
"2944";"Japan_2260"
"2945";"China_2109"
"2946";"Germany_1739"
"2947";"UK_5058"
"2948";"Germany_8451"
"2949";"Brazil_7058"
"2950";"Brazil_4044"
"2951";"India_4316"
"2952";"Japan_9616"
"2953";"UK_8864"
"2954";"France_9868"
"2955";"Australia_8724"
"2956";"Canada_4952"
"2957";"France_6579"
"2958";"Australia_8427"
"2959";"USA_1913"
"2960";"USA_5515"
"2961";"India_6570"
"2962";"India_3193"
"2963";"USA_1552"
"2964";"Brazil_9758"
"2965";"Australia_9437"
"2966";"France_1491"
"2967";"France_6395"
"2968";"Australia_9098"
"2969";"Germany_7305"
"2970";"India_2913"
"2971";"Brazil_7601"
"2972";"India_1206"
"2973";"UK_8518"
"2974";"Canada_6995"
"2975";"Japan_2253"
"2976";"Brazil_6855"
"2977";"Brazil_1970"
"2978";"USA_2744"
"2979";"Japan_7415"
"2980";"France_8193"
"2981";"Canada_7929"
"2982";"USA_4928"
"2983";"China_4266"
"2984";"Japan_9713"
"2985";"India_2163"
"2986";"Japan_7684"
"2987";"Brazil_9535"
"2988";"Canada_4015"
"2989";"UK_8464"
"2990";"Canada_7691"
"2991";"UK_6948"
"2992";"Australia_8803"
"2993";"Canada_5733"
"2994";"UK_2709"
"2995";"India_8872"
"2996";"USA_9197"
"2997";"Canada_4903"
"2998";"Germany_1380"
"2999";"Brazil_9092"
"3000";"India_7329"
"3001";"Canada_3430"
"3002";"France_8214"
"3003";"Germany_8202"
"3004";"Japan_9914"
"3005";"UK_6547"
"3006";"Australia_8176"
"3007";"UK_6425"
"3008";"India_3487"
"3009";"Australia_8435"
"3010";"USA_2881"
"3011";"Japan_5834"
"3012";"China_3925"
"3013";"Canada_4073"
"3014";"UK_6066"
"3015";"India_6592"
"3016";"UK_7666"
"3017";"UK_5328"
"3018";"France_5236"
"3019";"Japan_6544"
"3020";"Canada_5211"
"3021";"France_4112"
"3022";"India_4235"
"3023";"France_7461"
"3024";"UK_4652"
"3025";"Canada_3244"
"3026";"Australia_1767"
"3027";"Australia_4381"
"3028";"Brazil_4336"
"3029";"USA_6970"
"3030";"Brazil_3410"
"3031";"China_2056"
"3032";"Canada_8375"
"3033";"Australia_5621"
"3034";"Australia_4441"
"3035";"China_6790"
"3036";"UK_8042"
"3037";"India_1701"
"3038";"USA_4951"
"3039";"China_6754"
"3040";"Brazil_2779"
"3041";"France_1025"
"3042";"Germany_3471"
"3043";"India_2725"
"3044";"UK_2548"
"3045";"India_5887"
"3046";"Japan_7926"
"3047";"Brazil_7620"
"3048";"Canada_1454"
"3049";"Germany_4043"
"3050";"USA_9731"
"3051";"Canada_4510"
"3052";"USA_7107"
"3053";"Brazil_4447"
"3054";"Canada_2528"
"3055";"India_8026"
"3056";"China_3735"
"3057";"Australia_7748"
"3058";"China_5603"
"3059";"Australia_9732"
"3060";"UK_8479"
"3061";"Australia_1513"
"3062";"Australia_6440"
"3063";"UK_9748"
"3064";"UK_1254"
"3065";"USA_8097"
"3066";"Germany_7562"
"3067";"Australia_7819"
"3068";"Japan_8495"
"3069";"Australia_1034"
"3070";"USA_6202"
"3071";"France_9536"
"3072";"USA_8371"
"3073";"Japan_1227"
"3074";"India_1978"
"3075";"Germany_8540"
"3076";"Brazil_9469"
"3077";"India_4048"
"3078";"France_9704"
"3079";"India_3954"
"3080";"France_5786"
"3081";"USA_2354"
"3082";"Australia_1661"
"3083";"Germany_1378"
"3084";"Brazil_2232"
"3085";"USA_3008"
"3086";"China_1068"
"3087";"Brazil_2226"
"3088";"USA_5690"
"3089";"India_7079"
"3090";"Canada_2289"
"3091";"India_6786"
"3092";"USA_9331"
"3093";"USA_8230"
"3094";"Japan_9399"
"3095";"Japan_5516"
"3096";"France_2211"
"3097";"India_1374"
"3098";"UK_6207"
"3099";"India_6572"
"3100";"Brazil_6009"
"3101";"USA_1023"
"3102";"Japan_1355"
"3103";"Australia_7552"
"3104";"France_5286"
"3105";"China_5472"
"3106";"USA_2402"
"3107";"Australia_5384"
"3108";"Canada_8692"
"3109";"Germany_8700"
"3110";"Brazil_6072"
"3111";"Australia_1065"
"3112";"India_1598"
"3113";"Canada_2781"
"3114";"USA_2455"
"3115";"Australia_3625"
"3116";"Australia_1781"
"3117";"Canada_1224"
"3118";"Australia_7221"
"3119";"Australia_9197"
"3120";"Australia_1749"
"3121";"Australia_4471"
"3122";"UK_6212"
"3123";"India_5791"
"3124";"Germany_9123"
"3125";"India_4233"
"3126";"China_7315"
"3127";"Canada_1898"
"3128";"China_6237"
"3129";"France_2426"
"3130";"India_7961"
"3131";"China_3440"
"3132";"Canada_2703"
"3133";"Australia_2404"
"3134";"China_3356"
"3135";"India_6137"
"3136";"Japan_5394"
"3137";"France_2261"
"3138";"USA_3422"
"3139";"UK_8679"
"3140";"Germany_8109"
"3141";"France_3962"
"3142";"India_2304"
"3143";"Japan_8115"
"3144";"India_7452"
"3145";"France_5563"
"3146";"UK_2624"
"3147";"India_8807"
"3148";"India_8708"
"3149";"India_5201"
"3150";"Australia_2453"
"3151";"Brazil_8793"
"3152";"China_1005"
"3153";"Brazil_2963"
"3154";"France_2252"
"3155";"India_7118"
"3156";"Australia_6975"
"3157";"Canada_5465"
"3158";"France_5065"
"3159";"Germany_2050"
"3160";"USA_2376"
"3161";"Germany_8702"
"3162";"Brazil_8953"
"3163";"China_1788"
"3164";"USA_7401"
"3165";"UK_7535"
"3166";"China_4562"
"3167";"Brazil_9860"
"3168";"Germany_2280"
"3169";"Germany_8594"
"3170";"Brazil_7769"
"3171";"USA_7277"
"3172";"UK_5343"
"3173";"Japan_9035"
"3174";"Germany_6575"
"3175";"China_7611"
"3176";"France_4436"
"3177";"Australia_6799"
"3178";"USA_8258"
"3179";"France_5708"
"3180";"Brazil_7145"
"3181";"Brazil_3382"
"3182";"China_8951"
"3183";"Canada_4633"
"3184";"Australia_7478"
"3185";"Germany_1395"
"3186";"Brazil_4199"
"3187";"India_4239"
"3188";"France_6743"
"3189";"France_8970"
"3190";"China_1752"
"3191";"USA_6555"
"3192";"France_9784"
"3193";"USA_9913"
"3194";"Germany_1294"
"3195";"UK_7377"
"3196";"Japan_2528"
"3197";"Brazil_8638"
"3198";"Japan_6378"
"3199";"USA_7450"
"3200";"Canada_3155"
"3201";"Australia_1895"
"3202";"Germany_7611"
"3203";"Germany_1565"
"3204";"UK_6231"
"3205";"India_5318"
"3206";"Canada_8967"
"3207";"Japan_5510"
"3208";"Japan_5985"
"3209";"UK_1125"
"3210";"Canada_3514"
"3211";"Japan_2644"
"3212";"USA_9614"
"3213";"Germany_5878"
"3214";"Canada_7159"
"3215";"Japan_2129"
"3216";"China_3028"
"3217";"UK_2375"
"3218";"Brazil_8881"
"3219";"China_3360"
"3220";"UK_1927"
"3221";"France_6370"
"3222";"Canada_4687"
"3223";"Australia_4730"
"3224";"India_2686"
"3225";"Japan_8471"
"3226";"USA_1785"
"3227";"India_2671"
"3228";"Japan_7689"
"3229";"China_5059"
"3230";"India_8917"
"3231";"Canada_6902"
"3232";"France_5893"
"3233";"Canada_4855"
"3234";"France_3212"
"3235";"China_8337"
"3236";"UK_3503"
"3237";"France_9527"
"3238";"India_5495"
"3239";"Canada_9666"
"3240";"UK_8209"
"3241";"USA_5975"
"3242";"USA_3642"
"3243";"Brazil_6429"
"3244";"Australia_8383"
"3245";"USA_2423"
"3246";"Germany_6588"
"3247";"Brazil_4370"
"3248";"Australia_5741"
"3249";"Japan_6761"
"3250";"Canada_4786"
"3251";"Canada_3091"
"3252";"Canada_6666"
"3253";"Australia_8835"
"3254";"Canada_8876"
"3255";"Germany_8127"
"3256";"France_2543"
"3257";"Australia_2167"
"3258";"Japan_9300"
"3259";"Japan_4191"
"3260";"UK_4942"
"3261";"Germany_2176"
"3262";"USA_5865"
"3263";"USA_1851"
"3264";"India_9401"
"3265";"France_8966"
"3266";"Brazil_4753"
"3267";"Japan_9622"
"3268";"Brazil_5043"
"3269";"Japan_9229"
"3270";"Japan_3974"
"3271";"Brazil_1455"
"3272";"Brazil_9871"
"3273";"Germany_3465"
"3274";"India_4003"
"3275";"France_8873"
"3276";"Japan_6565"
"3277";"USA_8881"
"3278";"UK_1655"
"3279";"France_5518"
"3280";"Brazil_8962"
"3281";"China_3607"
"3282";"India_5893"
"3283";"Germany_7497"
"3284";"USA_8415"
"3285";"France_2407"
"3286";"Canada_6011"
"3287";"USA_2550"
"3288";"Australia_3363"
"3289";"Canada_4941"
"3290";"Germany_9619"
"3291";"Germany_3299"
"3292";"India_3109"
"3293";"USA_2386"
"3294";"Canada_8350"
"3295";"Australia_2186"
"3296";"China_2379"
"3297";"Japan_7538"
"3298";"China_4818"
"3299";"UK_5703"
"3300";"China_1992"
"3301";"Australia_4520"
"3302";"UK_4965"
"3303";"Germany_8660"
"3304";"UK_2860"
"3305";"USA_3402"
"3306";"Brazil_2906"
"3307";"Japan_6604"
"3308";"USA_9324"
"3309";"USA_9725"
"3310";"Germany_1871"
"3311";"Canada_2024"
"3312";"China_3615"
"3313";"Canada_5477"
"3314";"Japan_8534"
"3315";"USA_4854"
"3316";"France_6434"
"3317";"Canada_6566"
"3318";"Canada_3847"
"3319";"Brazil_5000"
"3320";"France_6386"
"3321";"Canada_4343"
"3322";"USA_7046"
"3323";"Brazil_4789"
"3324";"Germany_9586"
"3325";"Germany_4040"
"3326";"Australia_8484"
"3327";"India_7843"
"3328";"Japan_9673"
"3329";"Brazil_5192"
"3330";"China_2592"
"3331";"China_2530"
"3332";"Japan_6740"
"3333";"Australia_6295"
"3334";"India_4951"
"3335";"India_1427"
"3336";"India_9556"
"3337";"Japan_6729"
"3338";"India_5842"
"3339";"Germany_5445"
"3340";"Canada_5879"
"3341";"India_8699"
"3342";"UK_4380"
"3343";"UK_4941"
"3344";"Germany_9451"
"3345";"Australia_9112"
"3346";"Germany_7068"
"3347";"UK_7287"
"3348";"Japan_2847"
"3349";"India_6515"
"3350";"UK_8164"
"3351";"USA_6487"
"3352";"Germany_4790"
"3353";"China_5632"
"3354";"Australia_9896"
"3355";"India_2350"
"3356";"Japan_9578"
"3357";"China_7850"
"3358";"Japan_8945"
"3359";"France_9319"
"3360";"India_6558"
"3361";"Brazil_4738"
"3362";"France_3998"
"3363";"USA_6321"
"3364";"Japan_3123"
"3365";"Australia_2459"
"3366";"Japan_9613"
"3367";"China_7531"
"3368";"Germany_2571"
"3369";"Germany_8077"
"3370";"France_4326"
"3371";"Canada_9503"
"3372";"India_6629"
"3373";"Brazil_4423"
"3374";"Australia_6375"
"3375";"UK_9333"
"3376";"China_2947"
"3377";"Japan_8000"
"3378";"Brazil_8477"
"3379";"Japan_8070"
"3380";"UK_5046"
"3381";"Australia_5238"
"3382";"Canada_9125"
"3383";"China_9236"
"3384";"Germany_3354"
"3385";"USA_7619"
"3386";"Australia_6568"
"3387";"UK_2232"
"3388";"Japan_1295"
"3389";"India_4527"
"3390";"Japan_2354"
"3391";"China_3998"
"3392";"Australia_9772"
"3393";"Japan_5694"
"3394";"France_2239"
"3395";"India_9301"
"3396";"Germany_3566"
"3397";"USA_2045"
"3398";"UK_6777"
"3399";"Canada_2351"
"3400";"USA_1690"
"3401";"India_1956"
"3402";"Australia_3948"
"3403";"Japan_3418"
"3404";"Australia_2417"
"3405";"Japan_6164"
"3406";"India_5365"
"3407";"Australia_1466"
"3408";"Australia_6569"
"3409";"India_3632"
"3410";"Australia_9884"
"3411";"Brazil_2122"
"3412";"USA_5359"
"3413";"UK_1727"
"3414";"Japan_2585"
"3415";"Brazil_6569"
"3416";"Japan_2551"
"3417";"India_7345"
"3418";"Australia_8609"
"3419";"India_7462"
"3420";"Germany_1311"
"3421";"Brazil_2754"
"3422";"Australia_4522"
"3423";"China_7149"
"3424";"USA_5143"
"3425";"UK_6371"
"3426";"UK_2770"
"3427";"UK_4288"
"3428";"Brazil_2547"
"3429";"Canada_9808"
"3430";"UK_1441"
"3431";"Canada_2106"
"3432";"Brazil_9056"
"3433";"UK_9108"
"3434";"China_1556"
"3435";"India_1593"
"3436";"USA_7264"
"3437";"UK_6691"
"3438";"Australia_7753"
"3439";"China_6100"
"3440";"France_1118"
"3441";"Germany_2345"
"3442";"Germany_7509"
"3443";"Australia_4558"
"3444";"India_1037"
"3445";"UK_5679"
"3446";"Brazil_8573"
"3447";"France_3777"
"3448";"Brazil_3615"
"3449";"UK_7693"
"3450";"UK_5642"
"3451";"China_1960"
"3452";"Australia_4470"
"3453";"UK_4302"
"3454";"USA_5509"
"3455";"USA_2954"
"3456";"Japan_6544"
"3457";"USA_7751"
"3458";"Australia_7374"
"3459";"Australia_7347"
"3460";"Germany_1226"
"3461";"Brazil_2187"
"3462";"USA_3519"
"3463";"UK_2186"
"3464";"Japan_9870"
"3465";"Brazil_5866"
"3466";"India_4630"
"3467";"India_8178"
"3468";"UK_5726"
"3469";"Japan_8186"
"3470";"UK_5014"
"3471";"Australia_3596"
"3472";"Germany_5206"
"3473";"UK_3559"
"3474";"Japan_2768"
"3475";"USA_2574"
"3476";"Germany_5987"
"3477";"France_9599"
"3478";"Canada_2494"
"3479";"Canada_6009"
"3480";"USA_1723"
"3481";"UK_5663"
"3482";"China_2095"
"3483";"Germany_6835"
"3484";"India_3021"
"3485";"India_4887"
"3486";"India_2669"
"3487";"Japan_6731"
"3488";"Canada_4880"
"3489";"Australia_5144"
"3490";"Canada_8815"
"3491";"France_4191"
"3492";"UK_9307"
"3493";"Japan_4108"
"3494";"Brazil_3306"
"3495";"China_7838"
"3496";"Japan_2175"
"3497";"Japan_6796"
"3498";"Australia_1544"
"3499";"USA_4184"
"3500";"Germany_2602"
"3501";"France_2786"
"3502";"Australia_2515"
"3503";"China_4717"
"3504";"China_3988"
"3505";"France_6329"
"3506";"Germany_3366"
"3507";"India_6996"
"3508";"India_3635"
"3509";"Canada_6100"
"3510";"UK_2183"
"3511";"China_4589"
"3512";"China_4543"
"3513";"Brazil_9031"
"3514";"India_4704"
"3515";"India_8092"
"3516";"UK_3416"
"3517";"France_1074"
"3518";"Australia_7673"
"3519";"Japan_1117"
"3520";"USA_6172"
"3521";"France_8212"
"3522";"Germany_1496"
"3523";"Brazil_8520"
"3524";"China_4426"
"3525";"France_7406"
"3526";"Brazil_1894"
"3527";"UK_5327"
"3528";"France_3170"
"3529";"France_3303"
"3530";"Germany_7229"
"3531";"UK_8623"
"3532";"Canada_8783"
"3533";"Germany_8274"
"3534";"France_6165"
"3535";"India_6678"
"3536";"UK_8395"
"3537";"Canada_9418"
"3538";"Brazil_4396"
"3539";"Australia_7761"
"3540";"Japan_8895"
"3541";"France_9169"
"3542";"India_4157"
"3543";"China_5460"
"3544";"Australia_3342"
"3545";"Canada_5361"
"3546";"Japan_8778"
"3547";"Australia_1543"
"3548";"Australia_4311"
"3549";"UK_5034"
"3550";"France_2846"
"3551";"Germany_8776"
"3552";"Brazil_6136"
"3553";"Australia_1611"
"3554";"Canada_2386"
"3555";"UK_3833"
"3556";"China_6355"
"3557";"Brazil_5255"
"3558";"Brazil_6654"
"3559";"China_7141"
"3560";"Canada_3788"
"3561";"China_7706"
"3562";"France_4336"
"3563";"Canada_4038"
"3564";"Brazil_1707"
"3565";"UK_5099"
"3566";"Germany_9515"
"3567";"Australia_8908"
"3568";"Australia_2611"
"3569";"Brazil_5445"
"3570";"India_7958"
"3571";"China_3209"
"3572";"India_7352"
"3573";"Canada_2819"
"3574";"Canada_5393"
"3575";"China_5098"
"3576";"UK_3331"
"3577";"France_8407"
"3578";"France_3766"
"3579";"Brazil_4892"
"3580";"France_5050"
"3581";"Japan_6935"
"3582";"Germany_5310"
"3583";"UK_2482"
"3584";"India_8374"
"3585";"UK_1773"
"3586";"China_3317"
"3587";"USA_2081"
"3588";"India_9679"
"3589";"Japan_3185"
"3590";"Australia_9415"
"3591";"Japan_6222"
"3592";"Brazil_6479"
"3593";"Germany_4107"
"3594";"Germany_1730"
"3595";"USA_4903"
"3596";"China_5595"
"3597";"Canada_8184"
"3598";"USA_6137"
"3599";"Canada_6950"
"3600";"Germany_4826"
"3601";"Japan_2150"
"3602";"France_6413"
"3603";"Canada_3505"
"3604";"China_8890"
"3605";"USA_2368"
"3606";"Canada_9978"
"3607";"USA_6272"
"3608";"France_2375"
"3609";"India_6676"
"3610";"USA_6473"
"3611";"China_8913"
"3612";"USA_3088"
"3613";"Japan_5457"
"3614";"France_3894"
"3615";"UK_6885"
"3616";"Germany_5774"
"3617";"USA_2743"
"3618";"Germany_9162"
"3619";"India_5388"
"3620";"Australia_1921"
"3621";"France_6004"
"3622";"India_6793"
"3623";"India_3045"
"3624";"India_5724"
"3625";"France_9350"
"3626";"USA_9143"
"3627";"USA_8566"
"3628";"Brazil_8476"
"3629";"France_2955"
"3630";"Germany_6857"
"3631";"Brazil_4704"
"3632";"Germany_9664"
"3633";"Germany_6284"
"3634";"Germany_5418"
"3635";"USA_1397"
"3636";"UK_4787"
"3637";"Australia_6376"
"3638";"Brazil_6075"
"3639";"Canada_4050"
"3640";"India_4284"
"3641";"France_8938"
"3642";"Japan_5283"
"3643";"France_1929"
"3644";"UK_7110"
"3645";"Germany_9731"
"3646";"Japan_3896"
"3647";"Japan_4459"
"3648";"UK_4664"
"3649";"Canada_3481"
"3650";"Germany_6164"
"3651";"Germany_4800"
"3652";"Brazil_8730"
"3653";"Brazil_5664"
"3654";"USA_2052"
"3655";"USA_6023"
"3656";"Canada_5966"
"3657";"India_5148"
"3658";"Canada_8131"
"3659";"Canada_9153"
"3660";"China_1727"
"3661";"USA_4437"
"3662";"France_5771"
"3663";"India_6713"
"3664";"India_3614"
"3665";"Australia_8262"
"3666";"India_7459"
"3667";"France_4372"
"3668";"Australia_6947"
"3669";"Canada_2644"
"3670";"Canada_5720"
"3671";"UK_3891"
"3672";"Japan_4450"
"3673";"UK_4527"
"3674";"Canada_9977"
"3675";"Canada_4825"
"3676";"Canada_1888"
"3677";"Japan_1456"
"3678";"Canada_1680"
"3679";"Japan_9812"
"3680";"UK_9307"
"3681";"Japan_7529"
"3682";"France_5294"
"3683";"China_5822"
"3684";"Canada_8973"
"3685";"France_1101"
"3686";"Germany_3170"
"3687";"Brazil_5316"
"3688";"Brazil_9477"
"3689";"India_6231"
"3690";"Japan_6107"
"3691";"Brazil_5950"
"3692";"USA_4092"
"3693";"USA_6209"
"3694";"France_9151"
"3695";"UK_9984"
"3696";"USA_8336"
"3697";"France_5537"
"3698";"China_3181"
"3699";"UK_1611"
"3700";"Germany_1990"
"3701";"USA_5306"
"3702";"UK_1919"
"3703";"China_6700"
"3704";"Brazil_2044"
"3705";"USA_5538"
"3706";"India_5836"
"3707";"Japan_7043"
"3708";"Australia_9303"
"3709";"Germany_5369"
"3710";"India_9281"
"3711";"Australia_2031"
"3712";"Germany_9063"
"3713";"USA_9928"
"3714";"France_8066"
"3715";"Canada_9906"
"3716";"USA_7621"
"3717";"Canada_1645"
"3718";"France_7672"
"3719";"UK_4978"
"3720";"Germany_7525"
"3721";"Australia_8183"
"3722";"Brazil_6758"
"3723";"China_9751"
"3724";"France_7458"
"3725";"India_8944"
"3726";"Australia_3812"
"3727";"Australia_9936"
"3728";"Brazil_1489"
"3729";"Brazil_1869"
"3730";"UK_4107"
"3731";"UK_7218"
"3732";"Japan_1193"
"3733";"Canada_2714"
"3734";"USA_4824"
"3735";"France_4239"
"3736";"Canada_1134"
"3737";"Germany_1391"
"3738";"UK_7237"
"3739";"France_7983"
"3740";"USA_5558"
"3741";"India_6763"
"3742";"USA_6482"
"3743";"China_8290"
